_row,deficiency,action,category,city,facility
445,non functional flow meter in pump room.,Ensure all flow meters are functional and in good condition.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
445,damaged coping around pool.,Ensure coping and pool deck around pool is in good condition.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
445,debris in skimmer baskets.,Ensure skimmer baskets are free of debris.,Repair/replace equipment,CROWLEY,CROWLEY CREEKSIDE HOA
445,2 pool lights flickering and not in proper working condition.,Ensure all pool lights are functional.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
445,no daily chemical log during inspection.,Ensure daily chemical logs are maintained when pool is open.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
446,the pressure gauge and flow meter not working properly on filter 1.,Must repair/replace.,Repair/replace equipment,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
446,3 weirs missing in the skimmer baskets around pool.,Must replace missing weirs.,Repair/replace equipment,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
446,tanning bed loungers less than 36 inches from fence.,Ensure to structures are with in 36 inches of fencing.,Misc fixes,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
446,chemical logs not being filled out daily.,Ensure to fill out chemical logs daily.,Misc fixes,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
447,debris in skimmer baskets.,Ensure skimmer baskets are free of debris.,Repair/replace equipment,FOREST HILL,BEST WESTERN PLUS
447,no air gap at pool backwash pipe.,Ensure backwash pipe is protected against back flow/ air gap is installed.,Clean/clear water,FOREST HILL,BEST WESTERN PLUS
447,no daily chemical records at time of inspection.,Ensure daily chemical records when pool is open are being maintained.,Misc fixes,FOREST HILL,BEST WESTERN PLUS
448,no air gap at backwash pipe.,Ensure backwash pipe is protected against back flow/ air gap is installed.,Clean/clear water,FOREST HILL,BEST WESTERN PLUS
448,"the following signs missing in 2 inch letters: ""Do not swim if you have been ill with diarrhea within..."" , "" Persons under the age of 14 must not..."" , ""Pets in the spa are prohibited"".",Ensure signage conforms to approved signage rules detailed in Figure: 25 TAC Â§265.208 (e).,Signage/permit posting,FOREST HILL,BEST WESTERN PLUS
448,no daily chemical logs for spa.,Ensure daily chemical logs when spa is open are maintained.,Misc fixes,FOREST HILL,BEST WESTERN PLUS
449,no documentation on when the main drains were installed.,Ensure to provide the documentation for when the main drains where installed.,Misc fixes,GRAPEVINE,RESORT AT 925 MAIN
449,"no flow meter, pressure or vaccum gauge on the pool piping system.",Ensure to install these fixtures to the pumping system so proper readings can be collected.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
449,"multiple cracked ""No Diving"" and depth marker tiles surrounding the pool decking.","Ensure to repair or replace the tiles to return it to a readable, smooth surface.",Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
449,2/3 of the skimmers missing weirs.,Ensure to reinstall the weirs into the skimmers to aid in the circulation of the top layer of the water.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
449,the W return inlet missing the adjustable eyeball.,Ensure to reinstall the eyeball into the return inlet.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
449,"no signage for ""No Lifeguard on Duty"" within the pool yard.","Ensure to acquire a ""No Lifeguard on Duty"" sign in at least 4"" letters.",Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
449,ring buoy not attached to the throw rope. Observed the throw rope is fraying.,Ensure to reattach the rope to the buoy and replace the rope as to remove the fraying.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
449,"E corner of the pool and spa yard with a 6"" gap between the bottom horizontal bar and the ground.","Ensure to reduce the gap between the horizontal to a maximum of 4"".",Misc fixes,GRAPEVINE,RESORT AT 925 MAIN
449,current Tarrant County Public Health Pool permit posted on site.,Ensure to acquire and post the TCPH permit in view of general public.,Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
450,Free chlorine observed at .5ppm at time of inspection,Chlorine must be maintained between 1-8ppm,Adjust chemistry (chlorine/pH),GRAPEVINE,LORETO APARTMENT HOMES
450,single drain in pool. Operator was not able to demonstrate how the vac alert works,Operator must demonstrate the vac alert is functioning before calling for reinspection,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
450,large gap between light and pool wall inside the pool.,Seal all gaps.,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
450,Debris observed at bottom of pool. Unable to determine if main drain covers are in good repair.,Keep bottom of pool clean. Main drain Grates must be clearly visible,Clean/clear water,GRAPEVINE,LORETO APARTMENT HOMES
450,Pool Pump not grounded in pump room,Pool pump must be grounded,Repair/replace equipment,GRAPEVINE,LORETO APARTMENT HOMES
450,Shepherds crook top observed with plastic release button.,Shepherds crook top must be secured with a screw,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
450,a styrofoam ring buoy on pool deck.,Ring buoy must be US Coast Guard approved,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
450,Pool chemistry not maintained daily.,Check and record pool chemistry daily.,Records/testing kit/logs,GRAPEVINE,LORETO APARTMENT HOMES
451,Automatic sanitizer observed not working as required. Facility is maintaining chlorine manually.,Sanitizer system must be automatic.,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
451,cracked pool deck near gate,Repair,Repair/replace equipment,GRAPEVINE,LORETO APARTMENT HOMES
451,Shepherds crook top observed with a release button,Shepherds crook top must be secured with a screw,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
451,Ring buoy observed peeling,Replace,Repair/replace equipment,GRAPEVINE,LORETO APARTMENT HOMES
451,Pool chemistry is checked only once per week,Pool chemistry must be checked every day,Misc fixes,GRAPEVINE,LORETO APARTMENT HOMES
452,See previous report.,Item on order.,Misc fixes,GRAPEVINE,CAMDEN RIVERWALK
453,"Observed, at the time of the inspection, a section of the fencing, to the right of the maintain gate, standing outside of the pool (parallel with Carriage Lane) that is not secured to the brick structured column, held only by one bolt, which can lead to unauthorized access.","Must ensure fencing is secured to structures/colums as to prevent moving aside to gain easy access within the pool yard, as well as ensuring no greater than 4 inches gaps, as to prevent unauthorized access within pool yard.",Misc fixes,KELLER,WYNDHAM VILLAGE - HOA
454,cyanuric acid above 100 ppm at time of inspection.,Ensure to clean the spa and lower the acid levels to below 100 ppm.,Clean/clear water,GRAPEVINE,RESORT AT 925 MAIN
454,no thermometer available for spa.,Ensure to acquire a thermometer for the spa to monitor the temperature of it.,Spa temperature,GRAPEVINE,RESORT AT 925 MAIN
454,no Maximum User load limit sign on site for the spa.,"Ensure to acquire the ""Maximum User Load Limit"" sign and have it posted near the spa.",Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
454,no statement regarding children on spa sign available.,Ensure to update the signage based on Figure: 25 TAC 265.208(e).,Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
454,30 minute timer with no setting to keep it at a max of 15 minutes.,Ensure to replace the 30 minute timer with a 15 minute timer.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
454,no documentation on when the main drains where installed.,Ensure to provide documentation as to when the main drains where installed.,Misc fixes,GRAPEVINE,RESORT AT 925 MAIN
454,no pressure or vaccum gauge on the spa pumping system.,Ensure to install the fixtures to the spa piping system.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
454,4 missing caps on the return inlets in the spa.,Ensure to reinstall the caps for the return inlets.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
454,missing signage as indicated on Figure: 25 TAC 265.208(e).,Ensure to acquire a sign that has necessary wording as defined in the figure above.,Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
454,"no signage for ""No Lifeguard on Duty"".","Ensure to acquire a sign that states ""No Lifeguard on Duty"".",Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
454,rope is fraying and not attached to the ring buoy.,Ensure to replace the rope so it is no longer fraying and reattach the rope to the buoy.,Repair/replace equipment,GRAPEVINE,RESORT AT 925 MAIN
454,"E side of pool yard has a gap of 6"" from the bottom horizontal to the ground.","Ensure to adjust gap between the horizontal and the ground to a maximum of 4"".",Adjust chemistry (chlorine/pH),GRAPEVINE,RESORT AT 925 MAIN
454,current Tarrant County Public Health Spa permit posted on site.,Ensure to acquire the TCPH Spa permit and have it posted in view of public view.,Signage/permit posting,GRAPEVINE,RESORT AT 925 MAIN
455,Flow meter stuck,Replace,Repair/replace equipment,GRAPEVINE,CAMDEN RIVERWALK
455,Ring buoy rope in disrepair- only part that lines the buoy.,Item on order.,Misc fixes,GRAPEVINE,CAMDEN RIVERWALK
456,signage stating children should not use pool not provided with specific age of 14.,Must provide signage stating the following:,Signage/permit posting,KELLER,CARRIAGE GATE - HOA
456,"emergency summing decline, by main gate, not operating properly, in that the operator cannot hear commands.","Must repair emergency summoning device, for use in an emergency.",Repair/replace equipment,KELLER,CARRIAGE GATE - HOA
456,"greater than 4 inches gaps gaps underneath fencing, leading into pool yard.","Must ensure no greater than 4 inches gaps gaps gaps in fencing, as to prevent unauthorized access.",Misc fixes,KELLER,CARRIAGE GATE - HOA
457,pH was 8. Operator added pH down during inspection.,Ensure pH remains between 7.0-7.8.,Adjust chemistry (chlorine/pH),BEDFORD,HEARTIS SENIORS LIVING
457,flow meter not functioning on fountain pump.,Ensure to repair/replace flow meter.,Repair/replace equipment,BEDFORD,HEARTIS SENIORS LIVING
457,light unable to be tested.,Ensure light is functioning and testable during inspection.,Repair/replace equipment,BEDFORD,HEARTIS SENIORS LIVING
457,GFCI unable to be tested due to light not functioning.,Ensure light is functional and GFCI is functional.,Electrical/GFCI/Bonding,BEDFORD,HEARTIS SENIORS LIVING
457,drinking fountain not functioning.,Ensure drinking fountain is repaired.,Misc fixes,BEDFORD,HEARTIS SENIORS LIVING
457,address at phone is not 1 inch lettering.,Ensure address at phone is at least 1 inch lettering.,Misc fixes,BEDFORD,HEARTIS SENIORS LIVING
457,gate closest to the men's restroom did not close from a 6 inch open. Operator repaired gate.,Ensure gate is self-closing from a 6 inch open.,Gate/fence/latch,BEDFORD,HEARTIS SENIORS LIVING
457,dining room door opens into the pool yard.,Ensure dining room door opens towards the dining room.,Misc fixes,BEDFORD,HEARTIS SENIORS LIVING
457,chemical log is not recorded daily.,Ensure to record chemical log daily.,Records/testing kit/logs,BEDFORD,HEARTIS SENIORS LIVING
457,permit is posted in the pump room. Expired permit from 2018 is posted to the public.,Ensure to post the current permit within public view.,Signage/permit posting,BEDFORD,HEARTIS SENIORS LIVING
458,Flow meter observed stuck,Replace,Repair/replace equipment,GRAPEVINE,CAMDEN RIVERWALK
458,One of two ring buoys observed with rope in disrepair.,Replace,Repair/replace equipment,GRAPEVINE,CAMDEN RIVERWALK
458,"One gate, on office side observed not self latching.",All other previously noted gates have been repaired and self close/latch.,Gate/fence/latch,GRAPEVINE,CAMDEN RIVERWALK
459,children should not use pool without adult supervision signage without an age statement.,Must provide signage stating the following:,Signage/permit posting,KELLER,CARRIAGE GATE - HOA
459,"emergency summing decline, by main gate, not operating properly, in that the operator cannot hear commands.","Must repair emergency phone immediately, in case of an emergency.",Repair/replace equipment,KELLER,CARRIAGE GATE - HOA
459,"greater than 4 inches gaps gaps underneath fencing, leading into pool yard.","Must ensure no greater than 4 inch gaps in fencing, as to prevent unauthorized access.",Misc fixes,KELLER,CARRIAGE GATE - HOA
460,flow meter not working and pump vacuum gauge missing.,Ensure to repair flow meter and install pump vacuum gauge.,Clean/clear water,BENBROOK,SURESTAY PLUS HOTEL
460,section of tiles on pool wall missing.,Ensure to repair tiles on pool wall.,Repair/replace equipment,BENBROOK,SURESTAY PLUS HOTEL
461,missing arrows to indicate flow.,Ensure to place arrows on all pipes to indicate direction of flow.,Misc fixes,BENBROOK,AURA BENBROOK
462,sections of pool deck and plaster were chipped/cracked,Ensure to make repairs to pool deck and plaster.,Misc fixes,BENBROOK,SAGAMORE APARTMENTS
462,missing weirs at skimmers.,Ensure to install weirs at skimmers.,Repair/replace equipment,BENBROOK,SAGAMORE APARTMENTS
462,gate to left of office was not self latching.,Ensure gate is able to self close and latch. Keep locked until corrected.,Gate/fence/latch,BENBROOK,SAGAMORE APARTMENTS
463,flow meter and filter inlet gauge not working. Repeat issue.,Ensure to repair/replace gauges.,Repair/replace equipment,BENBROOK,MOTEL 6 4051
463,wood sections protruding from pool deck.,Ensure to make repairs to pool deck. Repeat issue.,Misc fixes,BENBROOK,MOTEL 6 4051
463,trash in skimmer.,Ensure to maintain skimmers free of debris and trash.,Records/testing kit/logs,BENBROOK,MOTEL 6 4051
463,current permit not posted.,Ensure to post current permit in view of public.,Signage/permit posting,BENBROOK,MOTEL 6 4051
465,tree branch and debris in skimmers.,Ensure to maintain skimmers free of debris.,Records/testing kit/logs,BENBROOK,ATHENA APARTMENTS
465,hand rail on steps was loose.,Ensure to tighten hand rail.,Misc fixes,BENBROOK,ATHENA APARTMENTS
465,north side gate unable to self close and self latch.,Ensure gate is able to self close and latch. Keep locked until corrected.,Gate/fence/latch,BENBROOK,ATHENA APARTMENTS
